collision_vehicles,brake,start_point,collision_other,steer,rep,pos_x,collision_pedestrians,weather,intersection_otherlane,end_point,throttle,pos_y,exp_id,intersection_offroad
0.0,0.0,42,0.0,0.0036927610635757446,0,1.5534473657608032,0.0,1,0.0,47,0.5014864206314087,15.121099472045898,0,0.0
0.0,0.0,42,0.0,0.006193675100803375,0,1.550581932067871,0.0,1,0.0,47,0.5018222332000732,14.54528522491455,0,0.0
0.0,0.0,42,0.0,0.030122168362140656,0,1.5486886501312256,0.0,1,0.0,47,0.5055292844772339,13.978999137878418,0,0.0
0.0,0.0,42,0.0,0.0026983991265296936,0,1.553080677986145,0.0,1,0.0,47,0.9719672203063965,13.422141075134277,0,0.0
0.0,0.0,42,0.0,0.01246698945760727,0,1.5551433563232422,0.0,1,0.0,47,0.9772535562515259,12.873092651367188,0,0.0
0.0,0.0,42,0.0,0.01599450409412384,0,1.5594168901443481,0.0,1,0.0,47,0.7568728923797607,12.321399688720703,0,0.0
0.0,0.0,42,0.0,0.013622142374515533,0,1.5662835836410522,0.0,1,0.0,47,0.502638578414917,11.754012107849121,0,0.0
0.0,0.0,42,0.0,0.12491471320390701,0,1.5748810768127441,0.0,1,0.0,47,0.5111175775527954,11.168439865112305,0,0.0
0.0,0.0,42,0.0,0.2612730860710144,0,1.60680091381073,0.0,1,0.0,47,0.5108198523521423,10.575410842895508,0,0.0
0.0,0.0,42,0.0,0.5901312828063965,0,1.6807924509048462,0.0,1,0.0,47,0.4968230724334717,9.987173080444336,0,0.0
0.0,0.0,42,0.0,0.5639615058898926,0,1.813315749168396,0.0,1,0.0,47,0.4954068660736084,9.419095993041992,0,0.0
0.0,0.0,42,0.0,0.4925757944583893,0,2.015244960784912,0.0,1,0.0,47,0.907854437828064,8.891376495361328,0,0.0
0.0,0.0,42,0.0,0.4295072853565216,0,2.266197443008423,0.0,1,0.0,47,0.9104115962982178,8.393887519836426,0,0.0
0.0,0.0,42,0.0,0.24682432413101196,0,2.5589656829833984,0.0,1,0.0,47,0.5102051496505737,7.91037654876709,0,0.0
0.0,0.0,42,0.0,0.26040732860565186,0,2.8762056827545166,0.0,1,0.0,47,0.5055996179580688,7.416358947753906,0,0.0
0.0,0.0,42,0.0,0.24848076701164246,0,3.222991943359375,0.0,1,0.0,47,0.5093042254447937,6.927653789520264,0,0.0
0.0,0.0,42,0.0,0.262870728969574,0,3.5939319133758545,0.0,1,0.0,47,0.5030447244644165,6.455875873565674,0,0.0
0.0,0.0,42,0.0,0.2800995707511902,0,3.9886386394500732,0.0,1,0.0,47,0.5017850399017334,6.008837699890137,0,0.0
0.0,0.0,42,0.0,0.2967754006385803,0,4.405512809753418,0.0,1,0.0,47,0.5026730298995972,5.591743469238281,0,0.0
0.0,0.0,42,0.0,0.2945300042629242,0,4.842519760131836,0.0,1,0.0,47,0.5005282163619995,5.208139419555664,0,0.0
0.0,0.0,42,0.0,0.2784627377986908,0,5.29553747177124,0.0,1,0.0,47,0.5000792741775513,4.857359886169434,0,0.0
0.0,0.0,42,0.0,0.2437800168991089,0,5.760315895080566,0.0,1,0.0,47,0.5035170316696167,4.536674976348877,0,0.0
0.0,0.0,42,0.0,0.20680801570415497,0,6.232025146484375,0.0,1,0.0,47,0.8784966468811035,4.240733623504639,0,0.0
0.0,0.0,42,0.0,0.20859810709953308,0,6.7081522941589355,0.0,1,0.0,47,0.8692880868911743,3.964376449584961,0,0.0
0.0,0.0,42,0.0,0.19742697477340698,0,7.196723937988281,0.0,1,0.0,47,0.6917150020599365,3.7070651054382324,0,0.0
0.0,0.0,42,0.0,0.23794937133789062,0,7.704222679138184,0.0,1,0.0,47,0.498644083738327,3.463620185852051,0,0.0
0.0,0.0,42,0.0,0.25301122665405273,0,8.233405113220215,0.0,1,0.0,47,0.49762099981307983,3.2442169189453125,0,0.0
0.0,0.0,42,0.0,0.2596984803676605,0,8.777263641357422,0.0,1,0.0,47,0.49878397583961487,3.0530717372894287,0,0.0
0.0,0.0,42,0.0,0.24933135509490967,0,9.32932186126709,0.0,1,0.0,47,0.5015809535980225,2.892174243927002,0,0.0
0.0,0.0,42,0.0,0.24908798933029175,0,9.884902954101562,0.0,1,0.0,47,0.501585066318512,2.760077953338623,0,0.0
0.0,0.0,42,0.0,0.23414602875709534,0,10.440831184387207,0.0,1,0.0,47,0.5048506259918213,2.657404661178589,0,0.0
0.0,0.0,42,0.0,0.1945139467716217,0,10.99442195892334,0.0,1,0.0,47,0.7689177393913269,2.5808510780334473,0,0.0
0.0,0.0,42,0.0,0.16884267330169678,0,11.544862747192383,0.0,1,0.0,47,0.9563360214233398,2.5228424072265625,0,0.0
0.0,0.0,42,0.0,0.12988394498825073,0,12.098528861999512,0.0,1,0.0,47,0.505888044834137,2.4800679683685303,0,0.0
0.0,0.0,42,0.0,0.08764216303825378,0,12.665650367736816,0.0,1,0.0,47,0.5015217065811157,2.4467787742614746,0,0.0
0.0,0.0,42,0.0,0.07116134464740753,0,13.241992950439453,0.0,1,0.0,47,0.4994603991508484,2.4178507328033447,0,0.0
0.0,0.0,42,0.0,0.04623439535498619,0,13.820496559143066,0.0,1,0.0,47,0.5005107522010803,2.394662380218506,0,0.0
0.0,0.0,42,0.0,0.04217635095119476,0,14.397095680236816,0.0,1,0.0,47,0.5013083219528198,2.3739216327667236,0,0.0
0.0,0.0,42,0.0,0.022015713155269623,0,14.969327926635742,0.0,1,0.0,47,0.5042879581451416,2.3574304580688477,0,0.0
0.0,0.0,42,0.0,0.008939124643802643,0,15.535572052001953,0.0,1,0.0,47,0.5040565729141235,2.341275930404663,0,0.0
0.0,0.0,42,0.0,0.011906422674655914,0,16.094894409179688,0.0,1,0.0,47,0.5261300802230835,2.324457883834839,0,0.0
0.0,0.0,42,0.0,0.020438268780708313,0,16.646968841552734,0.0,1,0.0,47,0.9814972877502441,2.3092076778411865,0,0.0
0.0,0.0,42,0.0,0.018585897982120514,0,17.193389892578125,0.0,1,0.0,47,0.9816972017288208,2.297328233718872,0,0.0
0.0,0.0,42,0.0,0.006867952644824982,0,17.74481201171875,0.0,1,0.0,47,0.5979187488555908,2.2873733043670654,0,0.0
0.0,0.0,42,0.0,-0.0051190778613090515,0,18.314006805419922,0.0,1,0.0,47,0.501714825630188,2.276475429534912,0,0.0
0.0,0.0,42,0.0,-0.004648447036743164,0,18.898176193237305,0.0,1,0.0,47,0.5009348392486572,2.262951135635376,0,0.0
0.0,0.0,42,0.0,-0.004822127521038055,0,19.48760223388672,0.0,1,0.0,47,0.5006990432739258,2.248487949371338,0,0.0
0.0,0.0,42,0.0,-0.004558257758617401,0,20.077102661132812,0.0,1,0.0,47,0.5007373094558716,2.233293056488037,0,0.0
0.0,0.0,42,0.0,-0.00405709445476532,0,20.663251876831055,0.0,1,0.0,47,0.5009559392929077,2.2175724506378174,0,0.0
0.0,0.0,42,0.0,-0.0022740885615348816,0,21.243881225585938,0.0,1,0.0,47,0.5010788440704346,2.2015113830566406,0,0.0
0.0,0.0,42,0.0,-0.0027186572551727295,0,21.81765365600586,0.0,1,0.0,47,0.5018162727355957,2.185544967651367,0,0.0
0.0,0.0,42,0.0,-0.004718445241451263,0,22.384023666381836,0.0,1,0.0,47,0.502082347869873,2.169421434402466,0,0.0
0.0,0.0,42,0.0,-0.004128672182559967,0,22.942062377929688,0.0,1,0.0,47,0.8987643718719482,2.152735471725464,0,0.0
0.0,0.0,42,0.0,0.010963775217533112,0,23.49300193786621,0.0,1,0.0,47,0.9854676723480225,2.1358070373535156,0,0.0
0.0,0.0,42,0.0,-0.004216283559799194,0,24.04682159423828,0.0,1,0.0,47,0.5118382573127747,2.1218221187591553,0,0.0
0.0,0.0,42,0.0,-0.006302289664745331,0,24.615802764892578,0.0,1,0.0,47,0.5012975931167603,2.1053969860076904,0,0.0
0.0,0.0,42,0.0,-0.00511903315782547,0,25.195959091186523,0.0,1,0.0,47,0.5018846392631531,2.087409734725952,0,0.0
0.0,0.0,42,0.0,-0.005312427878379822,0,25.77926254272461,0.0,1,0.0,47,0.5020272731781006,2.0687429904937744,0,0.0
0.0,0.0,42,0.0,-0.0037250444293022156,0,26.361328125,0.0,1,0.0,47,0.5023680329322815,2.0494089126586914,0,0.0
0.0,0.0,42,0.0,-0.0032784417271614075,0,26.939449310302734,0.0,1,0.0,47,0.5022715330123901,2.029897928237915,0,0.0
0.0,0.0,42,0.0,-0.0036124438047409058,0,27.511859893798828,0.0,1,0.0,47,0.5021889209747314,2.010237455368042,0,0.0
0.0,0.0,42,0.0,-0.004630640149116516,0,28.077430725097656,0.0,1,0.0,47,0.5020768046379089,1.9903385639190674,0,0.0
0.0,0.0,42,0.0,0.0025170817971229553,0,28.635488510131836,0.0,1,0.0,47,0.7379190921783447,1.9700281620025635,0,0.0
0.0,0.0,42,0.0,0.014299295842647552,0,29.186790466308594,0.0,1,0.0,47,0.9825966358184814,1.9510489702224731,0,0.0
0.0,0.0,42,0.0,0.0064533427357673645,0,29.73825454711914,0.0,1,0.0,47,0.9754576683044434,1.9352010488510132,0,0.0
0.0,0.0,42,0.0,-0.0055291056632995605,0,30.30323600769043,0.0,1,0.0,47,0.502354621887207,1.9190653562545776,0,0.0
0.0,0.0,42,0.0,-0.005011148750782013,0,30.89521598815918,0.0,1,0.0,47,0.5016504526138306,1.899850845336914,0,0.0
0.0,0.0,42,0.0,-0.0036487802863121033,0,31.50895118713379,0.0,1,0.0,47,0.5021910071372986,1.8790806531906128,0,0.0
0.0,0.0,42,0.0,-0.003255881369113922,0,32.129669189453125,0.0,1,0.0,47,0.5023360252380371,1.8576905727386475,0,0.0
0.0,0.0,42,0.0,-0.004167735576629639,0,32.74795913696289,0.0,1,0.0,47,0.5014359951019287,1.8359665870666504,0,0.0
0.0,0.0,42,0.0,-0.006033420562744141,0,33.36045837402344,0.0,1,0.0,47,0.5008127689361572,1.8137507438659668,0,0.0
0.0,0.0,42,0.0,-0.0049039945006370544,0,33.96543884277344,0.0,1,0.0,47,0.5012429356575012,1.7907384634017944,0,0.0
0.0,0.0,42,0.0,-0.003203742206096649,0,34.56185531616211,0.0,1,0.0,47,0.5011947751045227,1.7674671411514282,0,0.0
0.0,0.0,42,0.0,0.007176928222179413,0,35.14914321899414,0.0,1,0.0,47,0.5009660124778748,1.744314193725586,0,0.0
0.0,0.0,42,0.0,0.008625544607639313,0,35.727115631103516,0.0,1,0.0,47,0.5014301538467407,1.7236264944076538,0,0.0
0.0,0.0,42,0.0,-0.0005835965275764465,0,36.29570770263672,0.0,1,0.0,47,0.5016663670539856,1.7046856880187988,0,0.0
0.0,0.0,42,0.0,0.008940473198890686,0,36.85493087768555,0.0,1,0.0,47,0.5979456901550293,1.685028076171875,0,0.0
0.0,0.0,42,0.0,0.01962030678987503,0,37.40568161010742,0.0,1,0.0,47,0.9742810726165771,1.6676695346832275,0,0.0
0.0,0.0,42,0.0,0.015236496925354004,0,37.951927185058594,0.0,1,0.0,47,0.9758636951446533,1.6540534496307373,0,0.0
0.0,0.0,42,0.0,0.008191965520381927,0,38.50534439086914,0.0,1,0.0,47,0.5043637156486511,1.6417597532272339,0,0.0
0.0,0.0,42,0.0,0.030103914439678192,0,39.078285217285156,0.0,1,0.0,47,0.5042190551757812,1.6291605234146118,0,0.0
0.0,0.0,42,0.0,0.040977559983730316,0,39.66529846191406,0.0,1,0.0,47,0.5027346611022949,1.6225234270095825,0,0.0
0.0,0.0,42,0.0,0.020739950239658356,0,40.256446838378906,0.0,1,0.0,47,0.503649115562439,1.6226791143417358,0,0.0
0.0,0.0,42,0.0,0.022471770644187927,0,40.84682846069336,0.0,1,0.0,47,0.5040582418441772,1.623544454574585,0,0.0
0.0,0.0,42,0.0,-0.004919230937957764,0,41.43345642089844,0.0,1,0.0,47,0.5001096725463867,1.6272693872451782,0,0.0
0.0,0.0,42,0.0,-0.004613958299160004,0,42.01441192626953,0.0,1,0.0,47,0.5000900626182556,1.6272835731506348,0,0.0
0.0,0.0,42,0.0,-0.005435608327388763,0,42.588382720947266,0.0,1,0.0,47,0.5001873970031738,1.6262779235839844,0,0.0
0.0,0.0,42,0.0,-0.00575970858335495,0,43.15456771850586,0.0,1,0.0,47,0.5005390644073486,1.6244028806686401,0,0.0
0.0,0.0,42,0.0,0.00032601505517959595,0,43.71253204345703,0.0,1,0.0,47,0.8955937623977661,1.6217433214187622,0,0.0
0.0,0.0,42,0.0,0.014039330184459686,0,44.26334762573242,0.0,1,0.0,47,0.9785611629486084,1.6197962760925293,0,0.0
0.0,0.0,42,0.0,-0.0032263174653053284,0,44.81673812866211,0.0,1,0.0,47,0.5051567554473877,1.62114679813385,0,0.0
0.0,0.0,42,0.0,-0.007077641785144806,0,45.38483810424805,0.0,1,0.0,47,0.5000742077827454,1.6203457117080688,0,0.0
0.0,0.0,42,0.0,-0.007382981479167938,0,45.96355438232422,0.0,1,0.0,47,0.5007825493812561,1.6179498434066772,0,0.0
0.0,0.0,42,0.0,-0.006322808563709259,0,46.54507827758789,0.0,1,0.0,47,0.501278817653656,1.6144651174545288,0,0.0
